,priority_pollutant_type,registration_number_of_the_contaminated_site_in_the_register,location_of_the_contaminated_site,administrative_region,longitude,latitude,land_category_before_pollution,сontaminated_site_area_hectares,the_level_of_oil_pollution_of_soils_and_lands_mg_kg,level_of_oil_products_in_bottom_sediments_of_water_mg_kg_and_on_surface_waters_mg_cubic_dm,date_of_last_spill
5954,нефтяная эмульсия,РН-ЮНГ-2014-1189,к.84 - т.310 (от к.84 = 250м),Нефтеюганский,73.08805555555556,61.21027777777778,"земли промышленности, земли запаса",0.0441,не учитывается,вне акватоий,2014-12-01 00:00:00
5955,нефтяная эмульсия,РН-ЮНГ-2014-1190,"к.47,47а - т9 (от к 47=500м)",Нефтеюганский,72.90527777777778,61.15416666666667,земли лесного фонда,0.0065,не учитывается,вне акватоий,2014-12-11 00:00:00
5956,нефтяная эмульсия,РН-ЮНГ-2014-1194,к.9а - т.334 (от к.9а = 1000м),Нефтеюганский,73.1111111111111,61.14555555555555,земли лесного фонда,0.4013,не учитывается,вне акватоий,2014-12-22 00:00:00
5957,нефтяная эмульсия,РН-ЮНГ-2015-1143,к.40а - к.71(т.341),Нефтеюганский,72.97583333333334,61.17638888888889,земли промышленности,0.0236,не учитывается,вне акватоий,05.01.2015 в 14:00
5958,нефтяная эмульсия,РН-ЮНГ-2015-1146,к.84 - т.310,Нефтеюганский,73.08777777777777,61.213055555555556,земли промышленности,0.016,не учитывается,вне акватоий,13.01.2015 в 13:40
5959,нефтяная эмульсия,РН-ЮНГ-2015-1147,к.84 - т.310,Сургутский,73.08805555555556,61.21055555555556,земли промышленности,0.0574,не учитывается,вне акватоий,17.01.2015 в 12:40
5960,нефтяная эмульсия,РН-ЮНГ-2015-1148,к.9а - т.334,Нефтеюганский,73.1111111111111,61.14555555555555,земли лесного фонда,0.1565,не учитывается,вне акватоий,20.01.2015 в 02:10
5961,нефтяная эмульсия,РН-ЮНГ-2015-1150,к.84 - т.310,Сургутский,73.08805555555556,61.21027777777778,земли промышленности,0.0436,не учитывается,вне акватоий,25.01.2015 в 17:40
5962,нефтяная эмульсия,РН-ЮНГ-2015-1151,т.317(вр.к.21) - т.327,Сургутский,73.05499999999999,61.180277777777775,земли промышленности; земли лесного фонда; земли запаса ,0.3372,не учитывается,вне акватоий,28.01.2015 в 10:55             26.06.2019
5963,подтоварная вода,РН-ЮНГ-2015-1153,уз.3 - к.43,Нефтеюганский,72.92500000000001,61.15861111111111,земли запаса,0.0209,не учитывается,вне акватоий,11.02.2015 в 15:20
5964,нефтяная эмульсия,РН-ЮНГ-2015-1154,"к.47,к.47а - т.9",Нефтеюганский,72.91472222222222,61.15277777777778,земли запаса,0.2657,не учитывается,вне акватоий,16.02.2015 в 02:10
5965,нефтяная эмульсия,РН-ЮНГ-2015-1156,к.116  - т.13(вр.к.65),Нефтеюганский,72.84194444444444,61.12416666666667,земли промышленности,0.0394,не учитывается,вне акватоий,18.02.2015 в 16:30
5966,нефтяная эмульсия,РН-ЮНГ-2015-1158,т.33(вр.к.25) - т.18(вр.к.26),Нефтеюганский,73.05361111111111,61.14083333333333,земли лесного фонда,0.1052,не учитывается,вне акватоий,23.02.2015 в 14:40
5967,подтоварная вода,РН-ЮНГ-2015-1159,уз.3 - к.43,Нефтеюганский,72.93194444444445,61.16138888888889,земли лесного фонда,0.2228,не учитывается,вне акватоий,27.02.2015 в 23:40
5968,нефтяная эмульсия,РН-ЮНГ-2015-1162,к.84 - т.310,Нефтеюганский,73.08805555555556,61.21027777777778,земли промышленности,0.0751,не учитывается,вне акватоий,02.03.2015 в 11:30
5969,нефтяная эмульсия,РН-ЮНГ-2015-1163,к.112 - т.24,Нефтеюганский,73.17,61.06055555555555,земли промышленности,0.0963,не учитывается,вне акватоий,02.03.2015 в 17:40
5970,нефтяная эмульсия,РН-ЮНГ-2015-1164,к.61  - т.19,Нефтеюганский,73.07027777777778,61.073888888888895,земли промышленности,0.0426,не учитывается,вне акватоий,02.03.2015 в 22:30
5971,нефтяная эмульсия,РН-ЮНГ-2015-1166,к.40б - т.15,Нефтеюганский,72.96972222222223,61.16638888888889,земли лесного фонда,0.081,не учитывается,вне акватоий,06.03.2015 в 12:15
5972,нефтяная эмульсия,РН-ЮНГ-2015-1168,к.180 - уз.3,Нефтеюганский,73.28972222222222,61.20111111111111,земли промышленности,0.0332,не учитывается,вне акватоий,10.03.2015 в 10:30
5973,нефтяная эмульсия,РН-ЮНГ-2015-1170,к.112 - т.24,Нефтеюганский,73.17,61.06055555555555,земли промышленности,0.1302,не учитывается,вне акватоий,14.03.2015 в 13:20
5974,нефтяная эмульсия,РН-ЮНГ-2015-1171,к.135 - т.22(вр.к.135),Нефтеюганский,73.11638888888888,61.06083333333333,земли промышленности,0.0497,не учитывается,вне акватоий,22.03.2015 в 13:50
5975,нефтяная эмульсия,РН-ЮНГ-2015-1172,т.305(вр.к.76) - т.306,Нефтеюганский,73.07166666666666,61.20944444444445,земли промышленности,0.0936,не учитывается,вне акватоий,23.03.2015 в 00:10
5976,нефтяная эмульсия,РН-ЮНГ-2015-1173,т.18(вр.к.26) - т.34(вр.к.27),Нефтеюганский,73.03,61.144999999999996,земли лесного фонда,0.0163,не учитывается,вне акватоий,23.03.2015 в 14:20
5977,нефтяная эмульсия,РН-ЮНГ-2015-1174,к.62а - т.12а(вр.к.62),Нефтеюганский,72.96194444444444,61.10916666666667,земли промышленности,0.2812,не учитывается,вне акватоий,23.03.2015 в 16:20
5978,подтоварная вода,РН-ЮНГ-2015-1175,т.5(вр.к.2а) - т.97,Нефтеюганский,73.04666666666667,61.169999999999995,земли промышленности,0.7265,не учитывается,вне акватоий,24.03.2015 в 08:55
5979,нефтяная эмульсия,РН-ЮНГ-2015-1177,к.62а - т.12а(вр.к.62),Нефтеюганский,72.96194444444444,61.10916666666667,земли промышленности,0.0897,не учитывается,вне акватоий,27.03.2015 в 14:10
5980,подтоварная вода,РН-ЮНГ-2015-1178,т.216 - к.135,Нефтеюганский,73.10833333333333,61.05972222222222,земли населенных пунктов,0.1663,не учитывается,вне акватоий,28.03.2015 в 20:45
5981,нефтяная эмульсия,РН-ЮНГ-2015-1182,к.28  - т.47,Нефтеюганский,72.9961111111111,61.15333333333333,земли промышленности; земли лесного фонда,0.0447,не учитывается,вне акватоий,28.11.2015 в 13:00
5982,нефтяная эмульсия,РН-ЮНГ-2015-1186,к.27  - т.34,Нефтеюганский,73.01805555555555,61.15,земли лесного фонда,0.0873,не учитывается,вне акватоий,15.04.2015 в 16:05
5983,нефтяная эмульсия,РН-ЮНГ-2015-1188,т.360 - УПН-4ЮС,Сургутский,73.01027777777777,61.16361111111111,земли лесного фонда,0.6441,не учитывается,вне акватоий,24.04.2015 в 10:10
5984,нефтяная эмульсия,РН-ЮНГ-2015-1189,т.18(вр.к.26) - т.34(вр.к.27),Нефтеюганский,73.02666666666667,61.14555555555555,земли лесного фонда,0.0206,не учитывается,вне акватоий,27.04.2015 в 12:30
5985,нефтяная эмульсия,РН-ЮНГ-2015-1192,т.301(вр.к.83) - т.302(вр.к.75),Нефтеюганский,73.05388888888889,61.228611111111114,земли промышленности,0.556,не учитывается,вне акватоий,03.05.2015 в 14:35
5986,подтоварная вода,РН-ЮНГ-2015-1201,уз.72(КНС-11) - к.178,Нефтеюганский,73.26666666666667,61.19166666666666,земли лесного фонда,0.1371,не учитывается,вне акватоий,24.05.2015 в 02:05
5987,нефтяная эмульсия,РН-ЮНГ-2015-1202,к.126  - т.23а,Нефтеюганский,73.09416666666667,61.03444444444444,земли запаса,0.0406,не учитывается,вне акватоий,30.05.2015 в 21:00
5988,нефтяная эмульсия,РН-ЮНГ-2015-1204,т.11 - т.46,Нефтеюганский,72.95055555555555,61.12694444444445,земли промышленности,0.0615,не учитывается,вне акватоий,09.06.2015 в 12:30
5989,нефтяная эмульсия,РН-ЮНГ-2015-1207,к.92 - т.2(вр.к.41),Нефтеюганский,72.90472222222223,61.17527777777777,земли лесного фонда,0.0804,не учитывается,вне акватоий,27.06.2015 в 10:05
5990,нефтяная эмульсия,РН-ЮНГ-2015-1210,к.61  - т.19,Нефтеюганский,73.07249999999999,61.07361111111111,земли лесного фонда,0.0072,не учитывается,вне акватоий,29.06.2015 в 13:35
5991,нефтяная эмульсия,РН-ЮНГ-2015-1211,т.306 - т.317,Нефтеюганский,73.05555555555556,61.18194444444444,земли лесного фонда,0.1993,не учитывается,вне акватоий,03.07.2015 в 12:35
5992,нефтяная эмульсия,РН-ЮНГ-2015-1217,т.11 - т.46,Нефтеюганский,72.95027777777779,61.12694444444445,земли промышленности,0.0368,не учитывается,вне акватоий,22.07.2015 в 11:35
5993,нефтяная эмульсия,РН-ЮНГ-2015-1221,т.23а - т.24(вр.к.112)              к.126 (от БГ-2 до БГ-3),Нефтеюганский,73.15611111111112,61.05777777777777,"земли промышленности, земли запаса  ",0.5184,не учитывается,вне акватоий,29.07.2015 в 13:35        05.11.2019
5994,подтоварная вода,РН-ЮНГ-2015-1230,т.216(вр.к.135) - т.217(вр.к.127),Нефтеюганский,73.13694444444445,61.04833333333333,земли запаса,0.0004,не учитывается,вне акватоий,26.08.2015 в 15:15
5995,подтоварная вода,РН-ЮНГ-2015-1231,уз.72(КНС-11) - к.178,Нефтеюганский,73.26611111111112,61.18083333333333,земли лесного фонда,0.0271,не учитывается,вне акватоий,29.08.2015 в 15:00
5996,нефтяная эмульсия,РН-ЮНГ-2015-1232,т.343(вр.к.19) - уз.(т.364),Нефтеюганский,73.0961111111111,61.17361111111111,земли лесного фонда,0.2564,не учитывается,вне акватоий,30.08.2015 в 02:15
5997,подтоварная вода,РН-ЮНГ-2015-1233,КНС-4 - уз.3,Нефтеюганский,72.93583333333333,61.16833333333333,земли лесного фонда,0.009,не учитывается,вне акватоий,01.09.2015 в 14:50
5998,подтоварная вода,РН-ЮНГ-2015-1234,КНС-3 - к.340,Нефтеюганский,72.60111111111111,61.044444444444444,земли промышленности,0.0323,не учитывается,вне акватоий,03.09.2015 в 17:50
